timestamp,speed_kmh,steering_angle,is_hacked
2026-06-18 10:43:43.700,47.21,0.081,0
2026-06-18 11:33:56.300,50.34,0.052,0
2026-06-18 11:01:33.300,49.66,-0.089,0
2026-06-18 12:36:36.000,85.6,1.016,1
2026-06-18 10:26:04.500,50.22,-0.027,0
2026-06-18 12:18:51.200,65.39,0.44,1
2026-06-18 12:42:47.200,69.31,0.866,1
2026-06-18 10:02:04.100,48.98,-0.104,0
2026-06-18 11:05:47.400,50.91,-0.051,0
2026-06-18 10:59:15.400,45.42,-0.189,0
2026-06-18 12:29:21.100,85.76,0.868,1
2026-06-18 10:24:59.400,48.48,0.22,0
2026-06-18 10:15:05.500,46.55,0.01,0
2026-06-18 11:48:43.200,45.52,0.09,0
2026-06-18 12:22:51.400,69.77,0.563,1
2026-06-18 10:37:01.700,51.93,-0.058,0
2026-06-18 10:53:47.300,44.62,0.118,0
2026-06-18 10:49:48.100,52.01,0.055,0
2026-06-18 10:46:01.400,53.63,-0.141,0
2026-06-18 12:34:46.800,68.44,0.691,1
2026-06-18 10:32:34.200,54.24,-0.04,0
2026-06-18 12:22:00.200,57.45,0.731,1
2026-06-18 10:46:34.800,36.29,-0.01,0
2026-06-18 10:29:05.100,53.84,-0.057,0
2026-06-18 10:33:54.900,55.33,0.123,0
2026-06-18 12:45:02.300,87.91,0.835,1
2026-06-18 11:35:06.300,53.92,0.161,0
2026-06-18 11:06:37.900,46.45,0.083,0
2026-06-18 11:42:40.000,50.51,0.205,0
2026-06-18 11:57:08.600,62.04,-0.024,0
2026-06-18 11:12:19.000,53.63,-0.068,0
2026-06-18 11:12:41.200,40.18,0.071,0
2026-06-18 12:31:23.500,83.52,0.948,1
2026-06-18 12:33:39.400,94.93,0.722,1
2026-06-18 12:13:12.900,52.39,-0.021,0
2026-06-18 10:55:53.700,49.04,0.082,0
2026-06-18 10:58:02.200,56.51,0.178,0
2026-06-18 10:21:59.500,42.59,0.138,0
2026-06-18 10:17:42.100,52.24,-0.173,0
2026-06-18 10:47:55.700,49.53,0.049,0
2026-06-18 11:17:48.600,46.73,-0.015,0
2026-06-18 10:43:39.500,40.7,-0.191,0
2026-06-18 11:16:23.300,47.01,-0.211,0
2026-06-18 11:50:52.100,51.12,-0.023,0
2026-06-18 10:22:25.800,53.75,-0.014,0
2026-06-18 12:17:47.100,79.92,0.808,1
2026-06-18 10:51:46.000,43.94,-0.034,0
2026-06-18 10:40:42.700,52.55,0.142,0
2026-06-18 11:18:01.800,48.27,0.013,0
2026-06-18 12:00:50.100,57.06,-0.136,0
2026-06-18 12:33:24.700,92.31,0.916,1
2026-06-18 11:18:34.000,56.67,0.124,0
2026-06-18 11:26:56.500,54.67,0.028,0
2026-06-18 11:58:37.900,46.75,-0.055,0
2026-06-18 12:06:09.100,52.2,0.046,0
2026-06-18 10:23:23.300,41.42,-0.206,0
2026-06-18 12:09:29.000,41.95,-0.084,0
2026-06-18 11:36:23.200,47.72,-0.155,0
2026-06-18 12:30:27.300,84.28,0.835,1
2026-06-18 12:39:26.200,73.99,0.588,1
2026-06-18 10:16:58.100,51.12,0.012,0
2026-06-18 12:25:44.300,84.02,0.82,1
2026-06-18 10:43:24.600,48.25,-0.073,0
2026-06-18 11:50:32.800,47.67,0.048,0
2026-06-18 12:23:52.400,75.69,1.056,1
2026-06-18 10:00:50.400,46.75,0.155,0
2026-06-18 11:34:54.500,50.18,0.094,0
2026-06-18 12:30:45.900,88.59,0.906,1
2026-06-18 10:11:10.700,50.16,-0.146,0
2026-06-18 11:31:03.200,58.63,-0.038,0
2026-06-18 10:03:24.100,47.95,-0.223,0
2026-06-18 12:12:48.700,50.46,-0.231,0
2026-06-18 11:00:14.000,57.6,0.039,0
2026-06-18 11:00:22.200,53.65,0.075,0
2026-06-18 12:21:30.300,71.92,0.539,1
2026-06-18 10:15:23.700,41.64,-0.156,0
2026-06-18 10:18:43.300,49.28,0.068,0
2026-06-18 12:27:11.800,71.62,0.963,1
2026-06-18 10:02:56.800,50.62,-0.106,0
2026-06-18 12:18:15.700,53.97,0.891,1
2026-06-18 10:42:05.400,52.74,-0.07,0
2026-06-18 12:05:49.500,52.84,-0.03,0
2026-06-18 11:46:49.600,50.36,0.134,0
2026-06-18 11:41:08.900,47.69,-0.092,0
2026-06-18 11:22:40.400,54.18,0.005,0
2026-06-18 10:10:54.300,49.11,0.115,0
2026-06-18 12:31:07.900,92.46,1.067,1
2026-06-18 12:00:07.100,54.0,0.054,0
2026-06-18 10:53:42.500,49.84,0.048,0
2026-06-18 11:48:54.200,49.55,0.087,0
2026-06-18 11:56:57.300,53.69,0.036,0
2026-06-18 12:22:14.100,83.73,0.859,1
2026-06-18 10:46:41.300,39.14,0.058,0
2026-06-18 11:10:52.900,46.95,-0.146,0
2026-06-18 12:27:55.100,65.38,1.091,1
2026-06-18 10:36:25.100,55.63,-0.128,0
2026-06-18 11:20:09.100,54.87,0.016,0
2026-06-18 12:03:10.100,49.02,-0.15,0
2026-06-18 12:19:35.800,81.79,0.496,1
2026-06-18 11:42:46.800,56.39,-0.089,0
2026-06-18 12:22:09.200,82.38,0.784,1
2026-06-18 10:15:59.800,52.85,0.063,0
2026-06-18 12:24:14.800,69.92,0.898,1
2026-06-18 12:31:17.200,76.48,0.846,1
2026-06-18 10:13:32.100,44.1,0.116,0
2026-06-18 11:25:56.500,50.15,0.024,0
2026-06-18 11:24:07.800,51.09,-0.061,0
2026-06-18 11:34:47.400,49.05,0.055,0
2026-06-18 11:50:13.400,51.3,0.11,0
2026-06-18 12:18:08.500,67.13,0.331,1
2026-06-18 12:38:24.200,70.94,0.905,1
2026-06-18 12:44:31.200,78.67,0.95,1
2026-06-18 11:05:58.000,51.53,0.021,0
2026-06-18 11:22:08.900,59.6,-0.083,0
2026-06-18 10:44:04.400,42.47,-0.097,0
2026-06-18 10:11:43.300,45.09,-0.087,0
2026-06-18 11:50:39.400,53.23,0.18,0
2026-06-18 10:35:57.400,54.23,-0.1,0
2026-06-18 10:27:00.600,57.06,-0.123,0
2026-06-18 10:17:07.700,51.96,0.081,0
2026-06-18 12:33:00.400,83.63,0.372,1
2026-06-18 12:13:03.100,49.42,0.064,0
2026-06-18 10:16:50.400,45.71,0.033,0
2026-06-18 11:15:07.900,56.71,0.021,0
2026-06-18 10:26:26.600,51.03,0.126,0
2026-06-18 11:14:01.200,47.53,0.019,0
2026-06-18 10:36:33.200,55.53,0.062,0
2026-06-18 11:43:38.100,42.36,0.013,0
2026-06-18 10:32:46.800,46.25,0.091,0
2026-06-18 12:16:44.100,75.05,0.807,1
2026-06-18 12:40:24.800,87.29,1.018,1
2026-06-18 11:33:36.000,44.8,0.13,0
2026-06-18 10:59:23.500,50.27,0.081,0
2026-06-18 11:06:53.700,47.38,-0.147,0
2026-06-18 10:59:31.700,51.83,-0.023,0
2026-06-18 10:23:26.600,53.35,0.064,0
2026-06-18 10:30:14.600,52.88,-0.154,0
2026-06-18 10:24:14.200,50.19,-0.137,0
2026-06-18 10:43:23.500,62.94,0.086,0
2026-06-18 10:44:50.600,57.41,-0.023,0
2026-06-18 11:28:40.600,48.21,-0.089,0
2026-06-18 11:55:18.500,56.46,0.09,0
2026-06-18 11:44:40.300,53.2,0.083,0
2026-06-18 12:01:58.700,59.71,0.11,0
2026-06-18 11:59:13.100,52.13,-0.095,0
2026-06-18 10:21:41.900,48.73,0.03,0
2026-06-18 11:58:35.800,52.71,0.067,0
2026-06-18 10:45:10.000,47.65,-0.142,0
2026-06-18 10:54:57.700,43.58,0.041,0
2026-06-18 11:46:47.200,59.4,0.103,0
2026-06-18 12:41:02.500,76.5,0.605,1
2026-06-18 10:26:53.700,49.1,-0.039,0
2026-06-18 11:40:53.100,46.46,0.066,0
2026-06-18 10:44:41.500,44.79,0.241,0
2026-06-18 11:48:00.600,46.3,0.06,0
2026-06-18 10:19:23.800,48.95,0.104,0
2026-06-18 11:30:32.500,53.16,0.168,0
2026-06-18 10:22:29.700,56.43,0.066,0
2026-06-18 12:19:48.500,63.31,0.733,1
2026-06-18 10:49:24.700,45.44,-0.052,0
2026-06-18 10:50:02.300,47.89,-0.145,0
2026-06-18 11:43:16.700,53.36,0.029,0
2026-06-18 11:44:14.900,50.75,0.012,0
2026-06-18 12:17:53.400,77.17,1.182,1
2026-06-18 11:35:53.200,53.72,0.065,0
2026-06-18 10:19:06.300,42.45,-0.022,0
2026-06-18 12:05:18.200,46.25,-0.165,0
2026-06-18 12:39:25.600,84.37,0.685,1
2026-06-18 12:36:06.500,87.1,0.45,1
2026-06-18 11:58:40.100,56.18,0.034,0
2026-06-18 12:09:19.400,50.75,0.032,0
2026-06-18 11:23:03.400,52.82,0.001,0
2026-06-18 11:48:05.000,44.37,0.087,0
2026-06-18 10:50:01.000,48.65,0.089,0
2026-06-18 10:21:53.300,49.99,-0.134,0
2026-06-18 11:26:49.600,52.13,0.087,0
2026-06-18 12:17:45.600,63.06,0.537,1
2026-06-18 10:56:44.600,56.61,0.091,0
2026-06-18 12:25:33.800,102.12,0.801,1
2026-06-18 11:03:00.100,47.17,0.089,0
2026-06-18 11:19:21.900,45.32,-0.074,0
2026-06-18 10:45:17.900,49.73,0.023,0
2026-06-18 11:00:42.300,62.09,0.093,0
2026-06-18 12:14:08.400,96.96,0.818,1
2026-06-18 11:23:27.000,54.13,0.032,0
2026-06-18 12:40:57.900,83.56,0.854,1
2026-06-18 11:20:43.400,47.33,-0.034,0
2026-06-18 10:40:36.400,55.79,0.069,0
2026-06-18 11:28:09.600,55.49,0.097,0
2026-06-18 12:30:51.400,111.43,1.133,1
2026-06-18 10:18:13.700,48.01,-0.148,0
2026-06-18 11:36:50.300,47.73,-0.052,0
2026-06-18 10:32:30.900,47.96,-0.153,0
2026-06-18 11:22:40.900,45.67,0.051,0
2026-06-18 12:14:01.700,59.25,0.748,1
2026-06-18 12:41:53.100,97.12,0.766,1
2026-06-18 11:12:45.000,28.52,0.082,0
2026-06-18 10:46:18.700,47.93,-0.065,0
2026-06-18 10:49:55.100,47.71,0.021,0
2026-06-18 11:27:29.700,54.21,-0.104,0
2026-06-18 11:36:00.400,47.32,0.064,0
2026-06-18 12:16:33.600,103.82,0.725,1
2026-06-18 11:43:25.200,45.4,0.126,0
2026-06-18 12:05:49.300,54.62,-0.011,0
2026-06-18 10:25:34.100,46.54,-0.039,0
2026-06-18 10:25:47.200,55.42,0.062,0
2026-06-18 11:10:57.700,57.62,-0.091,0
2026-06-18 11:18:12.900,52.95,0.0,0
2026-06-18 12:21:09.800,90.67,0.935,1
2026-06-18 10:15:42.800,40.1,0.24,0
2026-06-18 12:21:57.600,77.59,0.85,1
2026-06-18 11:53:25.800,56.09,-0.023,0
2026-06-18 10:23:23.500,45.44,-0.049,0
2026-06-18 10:27:22.100,55.59,0.016,0
2026-06-18 10:35:29.100,50.12,-0.189,0
2026-06-18 12:31:26.200,83.64,0.843,1
2026-06-18 11:13:06.700,40.86,0.07,0
2026-06-18 11:07:51.100,45.64,0.004,0
2026-06-18 11:36:30.100,56.46,0.093,0
2026-06-18 11:19:24.400,52.73,-0.005,0
2026-06-18 11:27:34.600,41.07,0.001,0
2026-06-18 11:54:11.100,52.4,-0.026,0
2026-06-18 10:42:50.900,47.09,0.031,0
2026-06-18 11:58:31.200,38.95,0.065,0
2026-06-18 12:18:46.800,56.04,0.45,1
2026-06-18 11:35:01.700,49.25,0.056,0
2026-06-18 11:33:16.700,48.54,0.041,0
2026-06-18 11:04:10.500,50.98,-0.056,0
2026-06-18 10:14:43.800,57.1,-0.029,0
2026-06-18 10:59:48.800,41.68,-0.117,0
2026-06-18 10:33:34.600,44.23,-0.026,0
2026-06-18 11:25:23.900,40.96,-0.178,0
2026-06-18 12:36:04.300,90.09,1.035,1
2026-06-18 11:14:39.600,49.97,-0.062,0
2026-06-18 11:33:43.600,45.52,0.154,0
2026-06-18 12:15:45.700,112.09,0.812,1
2026-06-18 10:22:18.000,54.13,-0.036,0
2026-06-18 12:42:51.800,72.29,0.628,1
2026-06-18 10:56:00.900,52.75,0.121,0
2026-06-18 11:52:07.400,44.8,0.029,0
2026-06-18 12:40:15.400,76.49,0.737,1
2026-06-18 11:17:54.700,46.57,0.048,0
2026-06-18 11:50:50.700,44.98,0.021,0
2026-06-18 10:59:46.700,54.89,-0.032,0
2026-06-18 11:48:59.600,54.1,0.027,0
2026-06-18 12:15:21.600,69.01,1.123,1
2026-06-18 10:21:06.700,48.38,-0.117,0
2026-06-18 10:29:06.900,54.35,0.208,0
2026-06-18 11:07:54.800,48.1,0.069,0
2026-06-18 10:26:47.100,43.06,-0.196,0
2026-06-18 11:54:47.400,56.35,0.127,0
2026-06-18 11:11:24.600,53.8,-0.098,0
2026-06-18 10:37:40.400,52.07,-0.017,0
2026-06-18 10:16:28.100,48.79,-0.086,0
2026-06-18 12:30:50.400,93.96,1.258,1
2026-06-18 11:49:44.600,39.44,-0.037,0
2026-06-18 12:18:12.700,66.1,0.705,1
2026-06-18 10:19:49.100,60.16,-0.02,0
2026-06-18 10:56:36.500,52.17,0.109,0
2026-06-18 10:41:13.700,50.73,-0.047,0
2026-06-18 12:40:36.500,90.34,0.803,1
2026-06-18 11:07:19.900,44.98,-0.043,0
2026-06-18 12:12:28.700,51.35,-0.023,0
2026-06-18 11:09:12.100,52.08,-0.001,0
2026-06-18 11:54:18.600,46.06,-0.099,0
2026-06-18 12:33:33.000,88.74,0.855,1
2026-06-18 11:26:57.200,48.82,-0.051,0
2026-06-18 10:36:25.800,44.12,-0.084,0
2026-06-18 11:23:16.800,57.09,0.065,0
2026-06-18 12:40:17.400,82.9,0.817,1
2026-06-18 11:10:30.600,50.37,0.078,0
2026-06-18 10:55:29.200,48.02,0.152,0
2026-06-18 10:00:01.200,51.21,-0.102,0
2026-06-18 12:16:34.400,91.72,0.837,1
2026-06-18 10:17:41.600,51.87,-0.016,0
2026-06-18 12:39:57.600,91.33,1.266,1
2026-06-18 10:49:47.800,47.48,-0.129,0
2026-06-18 10:04:50.500,53.75,-0.147,0
2026-06-18 12:17:27.200,83.62,1.078,1
2026-06-18 12:35:27.700,84.19,0.761,1
2026-06-18 12:12:37.400,51.43,0.113,0
2026-06-18 10:10:04.500,47.92,-0.005,0
2026-06-18 11:41:27.200,51.64,0.114,0
2026-06-18 10:14:50.200,45.12,0.109,0
2026-06-18 10:43:41.700,43.07,-0.104,0
2026-06-18 11:02:06.100,49.2,0.039,0
2026-06-18 10:39:18.200,51.97,0.019,0
2026-06-18 11:34:13.900,57.61,-0.105,0
2026-06-18 10:07:07.000,49.34,-0.008,0
2026-06-18 10:04:18.700,48.99,0.003,0
2026-06-18 10:27:07.200,43.99,-0.046,0
2026-06-18 10:12:09.900,55.61,0.078,0
2026-06-18 12:10:11.700,43.45,-0.127,0
2026-06-18 11:55:14.100,49.73,0.179,0
2026-06-18 11:03:14.800,53.34,0.102,0
2026-06-18 12:42:41.600,69.86,0.844,1
2026-06-18 11:50:03.100,59.23,-0.075,0
2026-06-18 11:30:30.400,46.7,-0.059,0
2026-06-18 12:37:50.900,64.57,0.837,1
2026-06-18 11:50:33.700,59.13,0.072,0
2026-06-18 12:46:07.100,87.83,0.441,1
2026-06-18 11:45:54.200,51.81,-0.022,0
2026-06-18 12:15:11.900,91.38,0.807,1
2026-06-18 11:53:28.400,47.05,-0.028,0
2026-06-18 10:09:16.100,49.87,-0.02,0
2026-06-18 11:14:06.200,38.18,0.012,0
2026-06-18 12:29:29.000,114.34,0.972,1
2026-06-18 10:44:58.800,49.16,0.037,0
2026-06-18 11:52:48.200,48.25,-0.093,0
2026-06-18 10:02:39.900,46.36,0.081,0
2026-06-18 10:33:39.800,38.28,-0.085,0
2026-06-18 12:28:16.300,122.54,0.813,1
2026-06-18 10:02:58.800,51.6,0.026,0
2026-06-18 11:43:54.600,49.31,0.015,0
2026-06-18 12:11:12.500,51.74,-0.1,0
2026-06-18 10:48:06.200,51.88,0.116,0
2026-06-18 10:54:38.800,52.24,-0.004,0
2026-06-18 11:59:43.500,54.32,0.128,0
2026-06-18 10:00:33.500,49.26,-0.015,0
2026-06-18 10:51:41.900,44.61,0.225,0
2026-06-18 11:06:08.200,56.58,0.052,0
2026-06-18 10:55:25.100,52.31,-0.019,0
2026-06-18 12:11:19.400,49.94,0.005,0
2026-06-18 10:26:58.600,49.06,0.161,0
2026-06-18 12:01:56.100,49.89,-0.08,0
2026-06-18 11:55:09.700,44.05,-0.133,0
2026-06-18 10:42:52.000,52.08,-0.109,0
2026-06-18 11:36:05.800,56.28,0.106,0
2026-06-18 11:18:26.000,49.6,0.147,0
2026-06-18 11:17:09.700,46.29,-0.02,0
2026-06-18 12:10:36.400,56.34,-0.081,0
2026-06-18 10:53:36.900,43.77,-0.043,0
2026-06-18 10:58:35.600,52.68,0.122,0
2026-06-18 12:36:51.000,71.17,0.594,1
2026-06-18 10:03:33.000,52.19,-0.18,0
2026-06-18 11:03:01.200,56.9,-0.059,0
2026-06-18 12:31:15.300,78.75,0.53,1
2026-06-18 11:01:10.200,46.49,0.047,0
2026-06-18 12:22:02.100,93.6,0.725,1
2026-06-18 12:40:28.200,86.84,0.915,1
2026-06-18 12:44:01.900,91.46,1.246,1
2026-06-18 11:07:47.300,53.28,-0.099,0
2026-06-18 10:50:35.300,44.67,-0.078,0
2026-06-18 12:43:13.000,87.17,0.953,1
2026-06-18 11:52:49.000,46.89,-0.105,0
2026-06-18 10:50:25.300,59.3,-0.05,0
2026-06-18 11:29:36.600,42.48,-0.033,0
2026-06-18 12:29:38.900,88.19,1.085,1
2026-06-18 11:03:40.700,51.93,-0.072,0
2026-06-18 10:55:51.200,57.95,-0.14,0
2026-06-18 10:56:55.500,48.48,-0.018,0
2026-06-18 10:59:21.000,53.71,0.055,0
2026-06-18 12:24:32.400,126.81,0.794,1
2026-06-18 10:23:46.800,51.9,-0.097,0
2026-06-18 10:01:59.000,50.53,-0.074,0
2026-06-18 11:51:39.400,48.82,0.187,0
2026-06-18 11:23:48.300,53.45,0.04,0
2026-06-18 12:04:53.100,50.68,-0.039,0
2026-06-18 12:19:51.800,100.81,0.343,1
2026-06-18 11:12:01.800,53.52,-0.148,0
2026-06-18 12:24:13.900,97.91,0.901,1
2026-06-18 10:34:45.400,48.73,-0.076,0
2026-06-18 12:31:28.900,115.98,0.533,1
2026-06-18 11:28:27.400,53.64,-0.002,0
2026-06-18 11:05:31.200,51.39,0.086,0
2026-06-18 11:57:51.800,49.25,0.083,0
2026-06-18 10:04:57.700,45.77,0.314,0
2026-06-18 10:02:09.800,51.34,0.126,0
2026-06-18 10:58:21.600,49.34,-0.001,0
2026-06-18 12:43:34.900,86.9,1.268,1
2026-06-18 12:24:15.800,68.14,0.84,1
2026-06-18 11:07:52.700,50.15,0.194,0
2026-06-18 10:35:02.800,47.28,-0.121,0
2026-06-18 11:16:36.300,55.42,0.046,0
2026-06-18 12:35:58.500,70.39,0.754,1
2026-06-18 10:35:06.700,48.01,-0.045,0
2026-06-18 11:47:33.900,45.24,0.022,0
2026-06-18 11:14:31.100,47.16,-0.023,0
2026-06-18 10:57:35.600,50.55,-0.026,0
2026-06-18 11:53:26.400,43.63,0.12,0
2026-06-18 12:44:33.100,83.38,0.626,1
2026-06-18 11:46:29.700,47.79,-0.003,0
2026-06-18 11:48:51.500,57.1,-0.066,0
2026-06-18 11:38:30.700,49.45,-0.127,0
2026-06-18 11:16:39.000,49.7,-0.084,0
2026-06-18 11:53:00.000,48.12,0.12,0
2026-06-18 11:42:26.500,47.37,-0.076,0
2026-06-18 10:08:08.500,47.63,0.047,0
2026-06-18 11:56:18.600,44.15,0.005,0
2026-06-18 10:02:49.900,50.9,-0.072,0
2026-06-18 12:39:40.900,102.6,0.527,1
2026-06-18 12:30:47.300,75.65,0.475,1
2026-06-18 10:21:07.300,49.14,-0.02,0
2026-06-18 12:14:18.400,103.63,0.916,1
2026-06-18 11:00:23.800,52.19,0.121,0
2026-06-18 12:26:22.400,90.96,0.755,1
2026-06-18 11:11:39.600,47.06,-0.049,0
2026-06-18 11:58:55.800,45.64,0.071,0
2026-06-18 12:10:32.700,50.63,0.006,0
2026-06-18 12:04:46.600,53.42,-0.209,0
2026-06-18 12:06:30.700,40.56,-0.1,0
2026-06-18 11:28:54.700,57.57,0.042,0
2026-06-18 12:44:45.200,83.78,0.568,1
2026-06-18 11:21:46.100,52.73,0.057,0
2026-06-18 10:33:37.900,45.2,-0.086,0
2026-06-18 10:36:05.000,46.1,-0.25,0
2026-06-18 10:01:49.200,53.64,-0.086,0
2026-06-18 11:43:38.200,51.96,0.101,0
2026-06-18 11:59:46.300,47.09,0.056,0
2026-06-18 12:17:04.000,70.12,0.778,1
2026-06-18 10:42:44.900,51.18,0.005,0
2026-06-18 11:25:45.800,49.27,0.177,0
2026-06-18 10:11:15.900,50.79,0.231,0
2026-06-18 11:24:23.500,51.18,-0.047,0
2026-06-18 10:18:31.400,49.42,-0.135,0
2026-06-18 12:46:23.800,79.63,0.73,1
2026-06-18 12:19:08.300,88.93,0.718,1
2026-06-18 12:36:32.100,81.16,1.055,1
2026-06-18 11:34:18.800,51.18,0.01,0
2026-06-18 12:01:13.700,42.47,-0.041,0
2026-06-18 12:40:09.000,96.47,1.045,1
2026-06-18 12:05:25.200,39.74,0.005,0
2026-06-18 11:39:34.900,45.97,-0.083,0
2026-06-18 11:56:50.100,51.84,0.236,0
2026-06-18 12:01:40.200,59.15,-0.039,0
2026-06-18 11:35:09.600,56.06,-0.046,0
2026-06-18 12:25:00.400,82.48,0.836,1
2026-06-18 11:50:32.700,44.26,-0.025,0
2026-06-18 10:25:30.800,34.53,0.152,0
2026-06-18 12:00:52.200,56.9,-0.026,0
2026-06-18 10:39:41.500,61.91,-0.093,0
2026-06-18 12:02:20.500,48.07,0.047,0
2026-06-18 11:05:53.200,54.69,-0.014,0
2026-06-18 10:06:46.400,45.04,-0.05,0
2026-06-18 10:10:37.500,55.49,-0.032,0
2026-06-18 12:32:55.300,94.51,0.755,1
2026-06-18 12:38:53.900,89.74,0.604,1
2026-06-18 10:10:43.200,42.59,0.013,0
2026-06-18 12:06:43.800,58.64,0.01,0
2026-06-18 12:38:03.600,86.67,0.437,1
2026-06-18 12:36:10.500,72.95,0.945,1
2026-06-18 10:00:06.200,44.47,-0.047,0
2026-06-18 10:12:08.600,55.38,-0.053,0
2026-06-18 11:00:59.400,45.31,0.122,0
2026-06-18 11:19:24.600,52.33,-0.12,0
2026-06-18 10:21:29.600,49.79,-0.175,0
2026-06-18 10:47:31.400,50.74,-0.01,0
